x	y	color
-0.422585284712329	-0.54	1
-0.740371292260669	-0.8	1
-1.00120858144196	-1.03	1
-0.234049411141936	-0.41	1
-1.23432492817872	-1.31	1
-0.553280758870935	-0.66	1
-0.289443523224943	-0.43	1
1.62952065024034	1.01	1
-1.11022074714603	-1.15	1
0.574194340114413	0.14	1
2.06264985404348	1.42	1
-0.0356891161105144	-0.3	1
0.161263180963817	-0.16	1
0.595362145326872	0.15	1
-0.512157299252556	-0.62	1
-0.270888398328502	-0.42	1
-0.215751449460176	-0.4	1
-0.116226153637622	-0.35	1
-0.261646090934286	-0.42	1
0.876454653175095	0.32	1
-0.46193474901792	-0.57	1
0.298758188803656	-0.07	1
0.326862028257987	-0.06	1
0.0535478912399073	-0.24	1
0.403156986825413	0.02	1
-0.197525446698845	-0.39	1
-0.627625789274626	-0.74	1
-0.902958270272738	-0.92	1
0.270888398328502	-0.09	1
0.364744026286997	-0.03	1
0.638525480805226	0.18	1
0.752155925249874	0.25	1
1.16122207081667	0.48	1
-0.188437369395863	-0.39	1
0.0624833309899705	-0.24	1
-0.0267643509670124	-0.3	1
0.764045954437411	0.25	1
-0.252426079981785	-0.42	1
1.23432492817872	0.54	1
0.422585284712329	0.03	1
-0.542914586949971	-0.66	1
0.850552844576955	0.3	1
-0.14321422406516	-0.38	1
0.374294728765405	-0.03	1
-0.502013019175556	-0.62	1
0.584745490711615	0.14	1
-1.53593158703386	-1.68	1
-0.671692684635619	-0.77	1
-0.728688595000835	-0.8	1
0.280153903664267	-0.09	1
-0.717104517479075	-0.8	1
-0.224891017988671	-0.41	1
-0.825209485639299	-0.88	1
0.0178417171757489	-0.27	1
-0.432359116974711	-0.55	1
0.308098848456945	-0.07	1
-1.4289280615244	-1.6	1
0.224891017988671	-0.11	1
-0.705615879725585	-0.79	1
-0.0714237624261254	-0.33	1
-1.17890962746139	-1.26	1
1.93182764343068	1.31	1
-0.0624833309899704	-0.33	1
-0.280153903664267	-0.43	1
-0.889628346096039	-0.92	1
0.234049411141936	-0.11	1
-0.00892050362631101	-0.29	1
-0.98659052637915	-1.02	1
1.03110602398252	0.41	1
-0.764045954437411	-0.81	1
1.35827252757228	0.61	1
-0.522354560353917	-0.63	1
-0.34574100288243	-0.49	1
0.649501565525795	0.18	1
0.627625789274626	0.17	1
0.740371292260669	0.24	1
0.542914586949971	0.13	1
0.197525446698844	-0.12	1
0.0714237624261254	-0.24	1
0.0267643509670123	-0.26	1
2.24277957798698	1.48	1
0.442174427888579	0.04	1
1.45414008068897	0.81	1
-0.442174427888579	-0.56	1
-1.06195475064712	-1.12	1
0.116226153637622	-0.19	1
0.800385387670967	0.27	1
-1.19697390501046	-1.28	1
-0.134207577474922	-0.38	1
-0.776044993887836	-0.83	1
0.776044993887836	0.25	1
0.179364829444447	-0.14	1
1.12689594773781	0.45	1
0.812734830764442	0.29	1
0.660556463164009	0.18	1
1.40459296840885	0.74	1
1.06195475064712	0.44	1
0.00892050362631101	-0.28	1
-0.0446167249056707	-0.31	1
0.481877122927617	0.08	1
0.14321422406516	-0.18	1
0	-0.29	1
-0.491920139128678	-0.62	1
0.289443523224943	-0.08	1
-0.800385387670967	-0.87	1
0.671692684635619	0.19	1
1.25366329980747	0.54	1
0.91645060237394	0.34	1
1.27348222786603	0.54	1
-0.107249877159769	-0.35	1
0.412851656052341	0.02	1
-0.179364829444447	-0.39	1
0.957969196082777	0.38	1
1.87714501905813	1.25	1
-0.383879696191399	-0.51	1
-0.170307029507854	-0.39	1
0.452032524829211	0.05	1
-0.125211804838374	-0.36	1
0.125211804838373	-0.19	1
-1.33616710014697	-1.49	1
0.252426079981785	-0.1	1
0.491920139128678	0.08	1
-1.12689594773781	-1.16	1
-0.660556463164009	-0.77	1
2.36988550890637	1.58	1
-0.876454653175095	-0.92	1
1.31469597560898	0.59	1
-0.0982822340471431	-0.35	1
0.788156821104767	0.26	1
-0.694219629940304	-0.78	1
1.82755970221504	1.2	1
0.46193474901792	0.06	1
-0.574194340114414	-0.68	1
0.134207577474922	-0.19	1
-0.317466467287526	-0.44	1
1.29381440035101	0.56	1
1.53593158703386	0.93	1
-0.0893224878555485	-0.35	1
0.532606430478528	0.11	1
0.0803699066198385	-0.22	1
0.206629867932388	-0.12	1
0.0893224878555485	-0.22	1
0.825209485639299	0.29	1
-0.563706729721849	-0.67	1
-0.649501565525795	-0.77	1
0.383879696191399	-0.03	1
0.215751449460176	-0.12	1
-0.452032524829211	-0.57	1
-0.638525480805226	-0.76	1
0.682912837193993	0.19	1
-1.66413522422741	-1.8	1
0.930111866736172	0.35	1
-0.752155925249874	-0.81	1
2.91483916792659	1.8	1
-0.957969196082777	-0.99	1
-2.9148391679266	-2.22	1
-1.03110602398252	-1.06	1
-0.584745490711616	-0.69	1
0.471882477120221	0.06	1
0.107249877159769	-0.2	1
-1.50753883287635	-1.68	1
-0.532606430478528	-0.64	1
-0.308098848456945	-0.44	1
0.837813899170897	0.29	1
0.188437369395863	-0.13	1
-1.87714501905812	-1.98	1
-0.788156821104767	-0.84	1
1.07776466978742	0.44	1
0.393500062364404	0	1
-1.25366329980747	-1.32	1
-0.412851656052341	-0.54	1
0.34574100288243	-0.05	1
-0.403156986825413	-0.54	1
0.728688595000835	0.23	1
0.972180310446114	0.38	1
0.943948962923403	0.35	1
-0.481877122927617	-0.61	1
0.863431337440328	0.3	1
-0.0535478912399072	-0.33	1
1.4289280615244	0.79	1
-1.29381440035101	-1.39	1
0.336286533037335	-0.06	1
-0.812734830764442	-0.88	1
1.09384867444116	0.44	1
0.889628346096039	0.32	1
-0.326862028257987	-0.45	1
0.705615879725585	0.21	1
0.694219629940303	0.2	1
-2.06264985404348	-2.03	1
1.33616710014697	0.59	1
-0.682912837193993	-0.78	1
-0.863431337440328	-0.92	1
-0.930111866736173	-0.96	1
0.261646090934286	-0.1	1
0.317466467287526	-0.07	1
1.01604377599644	0.39	1
-0.161263180963817	-0.39	1
-1.04640590958661	-1.11	1
-0.943948962923404	-0.98	1
0.243227478054263	-0.11	1
-1.62952065024034	-1.78	1
-0.616800157577142	-0.73	1
-0.972180310446114	-1.01	1
-0.364744026286997	-0.5	1
0.170307029507854	-0.16	1
-0.471882477120221	-0.59	1
-1.31469597560898	-1.46	1
1.74004831939738	1.13	1
1.66413522422741	1.01	1
1.59675520488101	1	1
0.717104517479075	0.21	1
0.0982822340471431	-0.21	1
-1.01604377599644	-1.05	1
-1.27348222786603	-1.34	1
-0.606046334216017	-0.72	1
-0.336286533037335	-0.47	1
0.512157299252557	0.1	1
0.606046334216017	0.15	1
2.55312372008099	1.67	1
1.48031187505824	0.81	1
-1.70086696289376	-1.81	1
-1.16122207081667	-1.18	1
1.17890962746139	0.49	1
-1.56561949860285	-1.74	1
-1.40459296840885	-1.57	1
1.14389052938878	0.46	1
1.99298266619166	1.31	1
0.616800157577143	0.16	1
-0.152232503390487	-0.39	1
-0.206629867932389	-0.4	1
1.11022074714603	0.44	1
1.78209895572486	1.18	1
-2.14405512960461	-2.08	1
-1.48031187505824	-1.62	1
-0.0178417171757489	-0.3	1
-1.35827252757228	-1.53	1
0.432359116974711	0.03	1
-0.243227478054263	-0.42	1
-1.82755970221504	-1.91	1
-1.74004831939739	-1.86	1
-1.93182764343068	-1.99	1
0.0356891161105143	-0.25	1
-1.09384867444116	-1.14	1
-2.36988550890638	-2.11	1
-0.91645060237394	-0.93	1
1.04640590958661	0.42	1
-1.07776466978742	-1.13	1
